customer_id,full_name,email,loyalty_status,total_loyalty_points,last_purchase_date,city,phone
C522,Deepak Kapoor,deepak.kapoor1869@gmail.com,Silver,1526,2022-11-26,Indore,+918721554031
C523,Soham Menon,soham.menon8974@rediffmail.com,Bronze,167,2023-12-22,Ahmedabad,+916603224661
C524,Tarun Chopra,tarun.chopra1753@hotmail.com,Silver,1542,2024-06-02,Indore,+917687477596
C525,Vikram Kapoor,vikram.kapoor3123@hotmail.com,Bronze,147,2021-05-06,Indore,+918886826923
C526,Arjun Singh,arjun.singh7382@outlook.com,Silver,117,2025-04-22,Ahmedabad,+916018629956
C527,Manish Sharma,manish.sharma9065@outlook.com,Silver,223,2025-03-31,Nagpur,+919956361996
C528,Sahil Verma,sahil.verma9480@yahoo.com,Silver,1228,2024-04-02,Lucknow,+918579325504
C529,Divya Rao,divya.rao8260@outlook.com,Bronze,351,2025-08-07,Nagpur,+917066177492
C530,Karan Bose,karan.bose5618@hotmail.com,Bronze,119,2024-04-07,Surat,+919006538443
C531,Gauri Ahuja,gauri.ahuja4898@rediffmail.com,Gold,5277,2025-11-20,Jaipur,+918716924538
C532,Vikram Mehta,vikram.mehta3436@rediffmail.com,Silver,203,2025-10-26,Lucknow,+916569820733
C533,Anjali Verma,anjali.verma8256@rediffmail.com,Silver,1160,2024-10-18,Nagpur,+917512849852
C534,Kavita Malhotra,kavita.malhotra9549@rediffmail.com,Gold,1577,2025-11-19,Kanpur,+919839125227
C535,Tarun Bhardwaj,tarun.bhardwaj4685@outlook.com,Silver,808,2025-05-11,Hyderabad,+916624173500
C536,Rupesh Sharma,rupesh.sharma3276@hotmail.com,Silver,1228,2024-05-05,Lucknow,+917076151332
C537,Rahul Sharma,rahul.sharma4836@yahoo.com,Silver,683,2023-12-26,Ahmedabad,+916440148273
C538,Divya Bhardwaj,divya.bhardwaj3676@rediffmail.com,Bronze,223,2025-04-29,Nagpur,+918989849148
C539,Suman Sharma,suman.sharma6252@outlook.com,Bronze,501,2025-10-24,Jaipur,+916231078662
C540,Amit Nair,amit.nair3328@rediffmail.com,Gold,2846,2025-02-18,Bhopal,+918722100861
C541,Anjali Das,anjali.das9641@rediffmail.com,Silver,1701,2024-06-11,Kolkata,+917263483694
C542,Sameer Verma,sameer.verma1221@yahoo.com,Gold,1740,2025-05-02,Mumbai,+917840427040
C543,Karan Bhardwaj,karan.bhardwaj4330@yahoo.com,Bronze,405,2022-04-12,Kanpur,+916664885408
C544,Rupesh Kumar,rupesh.kumar5286@rediffmail.com,Bronze,588,2025-08-24,Lucknow,+917293450101
C545,Pooja Saxena,pooja.saxena9014@hotmail.com,Bronze,194,2025-11-16,Kolkata,+916789711774
C546,Manish Patel,manish.patel8277@yahoo.com,Bronze,140,2025-05-25,Pune,+916950038526
C547,Gauri Mehta,gauri.mehta5438@hotmail.com,Bronze,415,2024-07-03,Surat,+918278475421
C548,Pooja Bhardwaj,pooja.bhardwaj145@gmail.com,Silver,1078,2025-02-21,Lucknow,+918635826143
C549,Sahil Pandey,sahil.pandey3995@gmail.com,Silver,1422,2024-10-16,Nagpur,+916486937758
C550,Rohit Nair,rohit.nair8852@hotmail.com,Bronze,179,2025-05-05,Pune,+918208940597
C551,Soham Ahuja,soham.ahuja7301@outlook.com,Bronze,317,2025-09-20,Jaipur,+916353670997
C552,Sneha Verma,sneha.verma8815@rediffmail.com,Bronze,268,2024-01-29,Lucknow,+919322510552
C553,Vikram Chopra,vikram.chopra1703@yahoo.com,Bronze,533,2025-11-11,Kanpur,+919329487584
C554,Neha Patel,neha.patel2520@gmail.com,Bronze,350,2024-06-25,Mumbai,+916764470510
C555,Soham Nair,soham.nair9144@gmail.com,Silver,1402,2024-07-13,Hyderabad,+917666587357
C556,Sameer Bose,sameer.bose7095@hotmail.com,Bronze,217,2025-10-12,Mumbai,+918754889723
C557,Ritesh Pandey,ritesh.pandey1037@rediffmail.com,Bronze,202,2024-02-05,Jaipur,+916455848684
C558,Suman Menon,suman.menon9938@gmail.com,Bronze,213,2025-02-13,Indore,+918837784389
C559,Amit Malhotra,amit.malhotra2562@rediffmail.com,Bronze,378,2024-12-27,Indore,+918343868762
C560,Suman Kumar,suman.kumar4884@hotmail.com,Gold,3158,2023-12-04,Jaipur,+916607196157
C561,Sneha Sharma,sneha.sharma83@rediffmail.com,Silver,1373,2025-05-26,Delhi,+917308638549
C562,Vikram Das,vikram.das3470@outlook.com,Gold,8150,2025-04-30,Bengaluru,+916948277118
C563,Divya Nair,divya.nair3184@gmail.com,Bronze,474,2025-06-25,Indore,+919225700031
C564,Sahil Bhardwaj,sahil.bhardwaj7558@rediffmail.com,Bronze,234,2024-05-05,Kolkata,+919116382122
C565,Arjun Malhotra,arjun.malhotra5421@hotmail.com,Bronze,540,2025-09-24,Chennai,+918660800029
C566,Priya Mehta,priya.mehta5207@outlook.com,Bronze,218,2025-08-15,Kanpur,+918508990774
C567,Rahul Saxena,rahul.saxena9288@hotmail.com,Silver,22,2025-02-03,Pune,+917057314172
C568,Soham Joshi,soham.joshi7146@hotmail.com,Silver,595,2024-04-08,Pune,+919770490924
C569,Pooja Kapoor,pooja.kapoor7297@hotmail.com,Silver,77,2025-04-04,Bengaluru,+918772623033
C570,Divya Patel,divya.patel4598@yahoo.com,Gold,3296,2024-06-11,Bhopal,+918691307645
C571,Priya Patel,priya.patel306@rediffmail.com,Silver,1211,2025-07-10,Nagpur,+918534186676
C572,Vikram Sharma,vikram.sharma9038@hotmail.com,Bronze,635,2025-05-28,Nagpur,+916638373812
C573,Deepak Bose,deepak.bose3659@rediffmail.com,Silver,1396,2024-09-15,Jaipur,+918192202822
C574,Priya Bose,priya.bose5962@rediffmail.com,Bronze,256,2024-07-24,Nagpur,+918637264426
C575,Isha Verma,isha.verma8424@yahoo.com,Bronze,465,2024-05-24,Surat,+918832158562
C576,Rina Kumar,rina.kumar7922@hotmail.com,Bronze,142,2025-04-05,Chennai,+917586712032
C577,Nisha Sharma,nisha.sharma3388@rediffmail.com,Gold,4471,2024-11-26,Bhopal,+917952678750
C578,Gauri Sharma,gauri.sharma654@hotmail.com,Bronze,454,2025-05-09,Chennai,+919585749068
C579,Ritesh Nair,ritesh.nair9481@rediffmail.com,Silver,312,2024-12-12,Pune,+918524061336
C580,Kavya Patel,kavya.patel8466@hotmail.com,Bronze,528,2024-07-08,Pune,+919510005169
C581,Rina Das,rina.das7977@outlook.com,Gold,4676,2023-11-29,Bengaluru,+917889350539
C582,Anita Joshi,anita.joshi1264@rediffmail.com,Silver,950,2024-06-26,Bengaluru,+917555735702
C583,Divya Singh,divya.singh3774@outlook.com,Silver,1579,2024-03-18,Ahmedabad,+918057380250
C584,Vikram Saxena,vikram.saxena2642@outlook.com,Bronze,754,2024-01-06,Surat,+916692044390
C585,Rahul Ahuja,rahul.ahuja643@rediffmail.com,Bronze,336,2024-05-11,Bengaluru,+918218954863
C586,Rohit Pandey,rohit.pandey9235@gmail.com,Gold,4496,2025-09-30,Delhi,+916930261655
C587,Sameer Pandey,sameer.pandey7724@outlook.com,Bronze,208,2025-01-16,Nagpur,+918502446090
C588,Tarun Verma,tarun.verma8370@hotmail.com,Bronze,130,2025-10-25,Ahmedabad,+918562091291
C589,Arjun Patel,arjun.patel3766@outlook.com,Bronze,466,2021-12-18,Indore,+919905582211
C590,Manish Chopra,manish.chopra2451@rediffmail.com,Bronze,128,2025-03-24,Surat,+916167660765
C591,Gauri Bhardwaj,gauri.bhardwaj8247@gmail.com,Bronze,314,2025-09-28,Surat,+918316215674
C592,Tarun Gupta,tarun.gupta7070@rediffmail.com,Bronze,204,2024-01-06,Hyderabad,+916985635941
C593,Soham Malhotra,soham.malhotra6247@hotmail.com,Silver,1487,2025-11-05,Hyderabad,+916575023565
C594,Karan Malhotra,karan.malhotra3810@gmail.com,Bronze,366,2025-06-01,Kolkata,+916023491105
C595,Anjali Gupta,anjali.gupta9470@rediffmail.com,Bronze,507,2023-11-30,Kolkata,+918953935626
C596,Soham Rao,soham.rao6699@hotmail.com,Bronze,197,2025-02-01,Chennai,+917122287361
C597,Rina Bhardwaj,rina.bhardwaj6940@rediffmail.com,Bronze,246,2024-08-31,Hyderabad,+919242579642
C598,Vikram Chopra,vikram.chopra9046@rediffmail.com,Bronze,104,2024-12-06,Ahmedabad,+917089966667
C599,Suman Saxena,suman.saxena5642@outlook.com,Silver,933,2025-09-28,Kolkata,+917918110391
C600,Soham Verma,soham.verma1643@yahoo.com,Bronze,375,2024-11-03,Surat,+918993838759
C601,Isha Sharma,isha.sharma2634@outlook.com,Gold,5513,2023-11-28,Indore,+916624180869
C602,Pooja Pandey,pooja.pandey7134@gmail.com,Bronze,115,2024-07-07,Surat,+916162157936
C603,Ritesh Bose,ritesh.bose6565@rediffmail.com,Silver,1721,2024-09-11,Surat,+916246801831
C604,Mitali Verma,mitali.verma8100@outlook.com,Bronze,571,2025-09-25,Jaipur,+917228388623
C605,Vikram Sharma,vikram.sharma9823@rediffmail.com,Bronze,382,2024-07-17,Lucknow,+916154881394
C606,Deepak Joshi,deepak.joshi5@yahoo.com,Bronze,675,2024-08-31,Pune,+918876176605
C607,Rohit Bose,rohit.bose9603@yahoo.com,Bronze,145,2024-05-22,Jaipur,+917221891492
C608,Ritesh Bhardwaj,ritesh.bhardwaj9551@hotmail.com,Bronze,51,2024-09-01,Kolkata,+917953175066
C609,Sahil Bose,sahil.bose9420@gmail.com,Bronze,55,2025-01-12,Jaipur,+916310895379
C610,Manish Menon,manish.menon5571@gmail.com,Silver,2097,2024-08-12,Indore,+919407580927
C611,Arjun Nair,arjun.nair7255@outlook.com,Silver,1592,2024-07-29,Nagpur,+917970738992
C612,Isha Kapoor,isha.kapoor9615@gmail.com,Bronze,288,2021-05-05,Nagpur,+916946534877
C613,Isha Joshi,isha.joshi5173@outlook.com,Gold,4559,2025-05-04,Kanpur,+919574173191
C614,Karan Joshi,karan.joshi4707@gmail.com,Bronze,74,2024-11-07,Bhopal,+916766590443
C615,Pooja Rao,pooja.rao5793@yahoo.com,Gold,8891,2024-08-24,Kanpur,+918933923529
C616,Sahil Mehta,sahil.mehta8176@yahoo.com,Bronze,325,2024-07-27,Kolkata,+916984438848
C617,Vikram Joshi,vikram.joshi5834@yahoo.com,Silver,1265,2024-03-24,Lucknow,+918849384717
C618,Pooja Pandey,pooja.pandey109@rediffmail.com,Gold,5451,2025-03-30,Pune,+918114585794
C619,Gauri Saxena,gauri.saxena4502@outlook.com,Bronze,396,2025-04-29,Kolkata,+919221952990
C620,Arjun Kumar,arjun.kumar888@rediffmail.com,Silver,1334,2025-03-26,Mumbai,+918158114593
C621,Deepak Bose,deepak.bose2864@outlook.com,Gold,2419,2025-11-07,Pune,+918960136787
C622,Amit Gupta,amit.gupta3453@outlook.com,Silver,1482,2024-10-21,Indore,+917115406331
C623,Anita Bhardwaj,anita.bhardwaj4307@yahoo.com,Bronze,676,2025-08-11,Bengaluru,+918142200920
C624,Neha Mehta,neha.mehta6867@hotmail.com,Bronze,569,2025-01-06,Bengaluru,+918454186065
C625,Rahul Saxena,rahul.saxena3745@gmail.com,Silver,2155,2024-07-21,Indore,+917635881694
C626,Vikram Kumar,vikram.kumar2451@outlook.com,Silver,893,2024-05-21,Bengaluru,+919836567195
C627,Rina Ahuja,rina.ahuja8749@hotmail.com,Silver,606,2024-09-25,Indore,+918438830691
C628,Rupesh Bose,rupesh.bose1622@yahoo.com,Bronze,274,2024-08-09,Lucknow,+916413613460
C629,Sameer Rao,sameer.rao4257@hotmail.com,Bronze,311,2025-06-15,Chennai,+917478071244
C630,Amit Chopra,amit.chopra1987@hotmail.com,Gold,6188,2025-08-04,Surat,+918791150990
C631,Kavya Bhardwaj,kavya.bhardwaj2860@hotmail.com,Bronze,38,2025-10-12,Nagpur,+919163355791
C632,Sameer Patel,sameer.patel6244@rediffmail.com,Bronze,605,2025-08-30,Indore,+916719731446
C633,Kavya Rao,kavya.rao6912@rediffmail.com,Silver,1105,2024-02-04,Pune,+916980188582
C634,Asha Rao,asha.rao4774@hotmail.com,Silver,943,2024-12-31,Ahmedabad,+919354257922
C635,Rina Das,rina.das9617@rediffmail.com,Gold,1975,2025-01-19,Indore,+916099218439
C636,Rahul Joshi,rahul.joshi4123@gmail.com,Bronze,30,2025-01-02,Delhi,+919773949004
C637,Pooja Bhardwaj,pooja.bhardwaj882@gmail.com,Silver,1693,2025-05-12,Delhi,+916446369090
C638,Karan Pandey,karan.pandey2545@gmail.com,Silver,1243,2024-12-26,Kolkata,+919167938795
C639,Suman Kapoor,suman.kapoor2072@yahoo.com,Bronze,42,2021-03-05,Pune,+919695255926
C640,Sahil Rao,sahil.rao7802@outlook.com,Gold,1409,2025-05-29,Jaipur,+917910594463
C641,Rahul Bhardwaj,rahul.bhardwaj2901@rediffmail.com,Silver,998,2025-08-30,Bhopal,+918422294927
C642,Neha Ahuja,neha.ahuja8746@hotmail.com,Gold,7338,2025-03-30,Nagpur,+916384631600
C643,Sameer Menon,sameer.menon5993@outlook.com,Bronze,248,2021-12-17,Indore,+919256845564
C644,Rina Kumar,rina.kumar5635@hotmail.com,Bronze,0,2023-12-01,Ahmedabad,+919244730547
C645,Pooja Menon,pooja.menon150@outlook.com,Silver,1052,2025-07-26,Mumbai,+918354553463
C646,Deepak Mehta,deepak.mehta6746@rediffmail.com,Bronze,245,2024-08-04,Kanpur,+918774509349
C647,Rohit Bose,rohit.bose3615@hotmail.com,Bronze,239,2025-08-24,Nagpur,+919435798036
C648,Sahil Pandey,sahil.pandey4455@hotmail.com,Silver,1167,2025-05-20,Hyderabad,+916807456518
C649,Rina Patel,rina.patel2989@yahoo.com,Bronze,253,2025-09-05,Ahmedabad,+917168807171
C650,Anjali Pandey,anjali.pandey8061@yahoo.com,Bronze,439,2021-11-23,Mumbai,+916798595882
C651,Sneha Menon,sneha.menon4411@yahoo.com,Silver,2309,2023-12-01,Bengaluru,+916063242750
C652,Pooja Mehta,pooja.mehta5602@outlook.com,Bronze,525,2025-04-16,Ahmedabad,+918993312165
C653,Soham Sharma,soham.sharma5411@gmail.com,Silver,1038,2022-09-11,Delhi,+918332991673
C654,Pooja Verma,pooja.verma3149@hotmail.com,Silver,536,2023-12-05,Nagpur,+919069538076
C655,Nisha Bose,nisha.bose7258@yahoo.com,Silver,2744,2023-12-27,Kanpur,+919311402472
C656,Sneha Ahuja,sneha.ahuja3416@outlook.com,Bronze,311,2024-10-07,Bengaluru,+918702239879
C657,Ritesh Sharma,ritesh.sharma9005@rediffmail.com,Bronze,302,2025-03-29,Kolkata,+917548020689
C658,Gauri Sharma,gauri.sharma3569@gmail.com,Bronze,295,2025-02-09,Bengaluru,+919411880793
C659,Karan Saxena,karan.saxena1961@outlook.com,Silver,1318,2023-12-02,Surat,+919365000541
C660,Anjali Malhotra,anjali.malhotra9769@yahoo.com,Bronze,271,2024-02-22,Ahmedabad,+916392566677
C661,Isha Pandey,isha.pandey5545@gmail.com,Bronze,185,2025-09-13,Jaipur,+919399321649
C662,Sneha Kumar,sneha.kumar7993@yahoo.com,Bronze,190,2025-06-16,Nagpur,+917491718314
C663,Soham Kapoor,soham.kapoor3162@gmail.com,Silver,1180,2024-11-23,Chennai,+919859728403
C664,Rupesh Malhotra,rupesh.malhotra7169@rediffmail.com,Bronze,191,2025-11-05,Surat,+916801555686
C665,Kavita Das,kavita.das5304@outlook.com,Bronze,157,2025-07-28,Jaipur,+916688669716
C666,Priya Ahuja,priya.ahuja2540@outlook.com,Bronze,321,2024-08-18,Ahmedabad,+916003091620
C667,Mitali Ahuja,mitali.ahuja6211@yahoo.com,Gold,3490,2025-08-18,Nagpur,+918663727197
C668,Nisha Rao,nisha.rao1038@rediffmail.com,Silver,2102,2024-06-04,Ahmedabad,+919288802900
C669,Kavita Kumar,kavita.kumar4639@hotmail.com,Bronze,230,2024-10-17,Jaipur,+918829915449
C670,Priya Sharma,priya.sharma2127@yahoo.com,Gold,6183,2024-06-16,Kolkata,+916424143426
C671,Rupesh Saxena,rupesh.saxena6367@outlook.com,Bronze,549,2025-11-10,Mumbai,+917573478551
C672,Nisha Pandey,nisha.pandey1162@gmail.com,Gold,146,2024-06-23,Bhopal,+919821521562
C673,Tarun Patel,tarun.patel7669@gmail.com,Bronze,231,2025-01-21,Nagpur,+919042699946
C674,Rupesh Pandey,rupesh.pandey4356@rediffmail.com,Bronze,225,2024-02-03,Delhi,+916927283698
C675,Manish Singh,manish.singh1659@yahoo.com,Bronze,18,2024-06-04,Lucknow,+917068429057
C676,Arjun Verma,arjun.verma9150@rediffmail.com,Bronze,144,2024-03-10,Surat,+917537440949
C677,Isha Kapoor,isha.kapoor6998@gmail.com,Bronze,77,2024-05-25,Jaipur,+917449606729
C678,Isha Verma,isha.verma8748@rediffmail.com,Bronze,650,2024-11-17,Jaipur,+917394378770
C679,Rina Das,rina.das6756@outlook.com,Silver,1761,2024-10-19,Surat,+918343446878
C680,Vikram Bose,vikram.bose9016@hotmail.com,Bronze,554,2025-02-28,Hyderabad,+916000840218
C681,Ritesh Sharma,ritesh.sharma4661@rediffmail.com,Bronze,444,2024-04-09,Chennai,+916028212913
C682,Suman Joshi,suman.joshi3520@hotmail.com,Bronze,74,2025-10-29,Bhopal,+918377965146
C683,Manish Bhardwaj,manish.bhardwaj9350@rediffmail.com,Bronze,195,2023-12-31,Bengaluru,+916594458674
C684,Karan Das,karan.das9539@yahoo.com,Bronze,397,2024-09-25,Hyderabad,+918444115276
C685,Sahil Mehta,sahil.mehta1265@hotmail.com,Silver,466,2024-05-18,Bhopal,+918961788388
C686,Anjali Saxena,anjali.saxena1563@rediffmail.com,Silver,1627,2023-12-31,Surat,+917638728074
C687,Priya Sharma,priya.sharma5479@hotmail.com,Gold,3519,2025-02-09,Indore,+916517717617
C688,Rina Joshi,rina.joshi9869@gmail.com,Silver,975,2025-08-31,Chennai,+918252209366
C689,Rupesh Rao,rupesh.rao8847@rediffmail.com,Bronze,442,2025-04-20,Bengaluru,+916216980930
C690,Isha Bose,isha.bose7301@rediffmail.com,Silver,1466,2024-02-23,Chennai,+919377426131
C691,Rohit Kumar,rohit.kumar2166@hotmail.com,Bronze,227,2025-06-30,Jaipur,+917714513575
C692,Karan Patel,karan.patel6530@rediffmail.com,Bronze,531,2025-11-06,Bengaluru,+918065546403
C693,Kavita Mehta,kavita.mehta7994@outlook.com,Silver,551,2024-06-10,Kanpur,+918251627092
C694,Nisha Joshi,nisha.joshi1174@hotmail.com,Silver,1569,2024-10-19,Surat,+916384806111
C695,Sneha Chopra,sneha.chopra6940@hotmail.com,Bronze,418,2024-10-16,Lucknow,+916103967542
C696,Mitali Menon,mitali.menon2774@hotmail.com,Silver,1014,2025-02-17,Ahmedabad,+916192747606
C697,Sahil Joshi,sahil.joshi3272@hotmail.com,Bronze,365,2024-02-18,Mumbai,+917043884514
C698,Divya Kumar,divya.kumar4714@gmail.com,Bronze,49,2024-03-15,Ahmedabad,+916097702405
C699,Asha Mehta,asha.mehta8815@yahoo.com,Bronze,484,2025-05-11,Jaipur,+918074582277
C700,Divya Kumar,divya.kumar302@outlook.com,Silver,1089,2025-10-02,Chennai,+916731517326
C701,Rupesh Menon,rupesh.menon3289@rediffmail.com,Bronze,195,2025-03-13,Mumbai,+916286035346
C702,Rohit Nair,rohit.nair5902@gmail.com,Bronze,509,2025-09-17,Hyderabad,+918184164080
C703,Anjali Singh,anjali.singh5169@outlook.com,Gold,2591,2025-05-20,Kolkata,+918150278891
C704,Sameer Bhardwaj,sameer.bhardwaj353@gmail.com,Bronze,18,2025-05-18,Ahmedabad,+917689639333
C705,Ritesh Verma,ritesh.verma302@hotmail.com,Silver,266,2024-11-20,Kolkata,+918152858629
C706,Karan Sharma,karan.sharma4222@outlook.com,Gold,5212,2023-12-23,Chennai,+916968870326
C707,Rahul Rao,rahul.rao6437@yahoo.com,Bronze,43,2024-12-18,Lucknow,+918630445805
C708,Rina Joshi,rina.joshi6838@yahoo.com,Silver,2252,2025-02-01,Bhopal,+918600039571
C709,Asha Kapoor,asha.kapoor8884@yahoo.com,Bronze,116,2024-04-12,Lucknow,+919436425084
C710,Vikram Kumar,vikram.kumar5063@rediffmail.com,Gold,7392,2025-02-05,Nagpur,+916623424790
C711,Kavya Saxena,kavya.saxena2590@hotmail.com,Bronze,342,2025-05-21,Delhi,+916790854733
C712,Asha Kumar,asha.kumar484@hotmail.com,Gold,3806,2025-01-19,Chennai,+917902689772
C713,Ritesh Nair,ritesh.nair2490@yahoo.com,Bronze,191,2021-06-18,Surat,+917146166176
C714,Divya Saxena,divya.saxena3784@rediffmail.com,Bronze,379,2024-06-13,Kanpur,+919349328241
C715,Pooja Kumar,pooja.kumar8231@rediffmail.com,Bronze,292,2025-09-18,Indore,+917664129261
C716,Pooja Malhotra,pooja.malhotra2254@yahoo.com,Bronze,520,2023-12-26,Mumbai,+919974713419
C717,Karan Chopra,karan.chopra3647@yahoo.com,Silver,1268,2024-01-29,Ahmedabad,+919724290706
C718,Divya Malhotra,divya.malhotra5324@outlook.com,Gold,4300,2025-02-02,Mumbai,+918611039285
C719,Ritesh Bose,ritesh.bose5127@outlook.com,Silver,981,2025-06-30,Jaipur,+918754765491
C720,Gauri Sharma,gauri.sharma8531@gmail.com,Bronze,288,2024-01-05,Kolkata,+918227810934
C721,Kavita Bose,kavita.bose644@rediffmail.com,Bronze,361,2025-08-29,Kolkata,+917250605847
C722,Sameer Bose,sameer.bose4990@hotmail.com,Bronze,42,2025-01-28,Bhopal,+916234276135
C723,Anjali Ahuja,anjali.ahuja2331@outlook.com,Silver,391,2025-02-27,Jaipur,+916486068287
C724,Anita Saxena,anita.saxena8953@yahoo.com,Bronze,448,2024-10-19,Bengaluru,+917948543914
C725,Arjun Mehta,arjun.mehta7450@gmail.com,Bronze,334,2025-10-31,Kanpur,+919420882289
C726,Anita Singh,anita.singh1495@gmail.com,Silver,1089,2025-09-02,Jaipur,+919037740700
C727,Rohit Ahuja,rohit.ahuja2620@outlook.com,Silver,1211,2024-01-06,Bhopal,+917439643578
C728,Arjun Kumar,arjun.kumar2657@yahoo.com,Bronze,369,2023-03-03,Chennai,+919136020829
C729,Mitali Kapoor,mitali.kapoor4732@yahoo.com,Bronze,192,2024-04-05,Mumbai,+918673876247
C730,Mitali Nair,mitali.nair201@outlook.com,Bronze,144,2025-04-16,Mumbai,+918611271078
C731,Gauri Malhotra,gauri.malhotra3898@yahoo.com,Silver,1317,2025-03-24,Ahmedabad,+916341041534
C732,Divya Pandey,divya.pandey108@yahoo.com,Gold,2043,2024-09-02,Jaipur,+919522394545
C733,Tarun Mehta,tarun.mehta802@yahoo.com,Bronze,381,2025-09-21,Bengaluru,+919667168880
C734,Rupesh Saxena,rupesh.saxena9885@hotmail.com,Bronze,40,2022-07-23,Bengaluru,+916692929517
C735,Isha Menon,isha.menon9748@rediffmail.com,Silver,1817,2024-05-22,Kanpur,+918486641280
C736,Deepak Sharma,deepak.sharma1526@hotmail.com,Bronze,394,2024-12-15,Nagpur,+917835341895
C737,Tarun Bhardwaj,tarun.bhardwaj1064@hotmail.com,Bronze,351,2024-03-26,Chennai,+917413939856
C738,Manish Chopra,manish.chopra8596@yahoo.com,Silver,1789,2021-09-09,Kanpur,+918701442510
C739,Manish Patel,manish.patel7925@rediffmail.com,Gold,7330,2025-11-15,Surat,+919641264554
C740,Asha Nair,asha.nair8609@rediffmail.com,Gold,6028,2024-11-19,Surat,+918416496073
C741,Pooja Ahuja,pooja.ahuja8155@outlook.com,Silver,95,2025-08-08,Chennai,+916831314297
C742,Amit Singh,amit.singh393@outlook.com,Silver,432,2024-03-22,Kolkata,+919434102725
C743,Divya Chopra,divya.chopra6784@gmail.com,Bronze,175,2025-06-18,Kolkata,+916048521386
C744,Kavya Mehta,kavya.mehta4615@hotmail.com,Silver,1215,2024-10-03,Jaipur,+917391242279
C745,Mitali Gupta,mitali.gupta1866@hotmail.com,Bronze,403,2025-06-27,Mumbai,+919573596487
C746,Anita Mehta,anita.mehta5416@hotmail.com,Gold,2548,2025-03-27,Nagpur,+916152721525
C747,Kavya Kumar,kavya.kumar7889@yahoo.com,Silver,1312,2025-05-25,Ahmedabad,+919367207262
C748,Tarun Chopra,tarun.chopra918@rediffmail.com,Bronze,148,2025-10-17,Jaipur,+916080395064
C749,Vikram Saxena,vikram.saxena5435@hotmail.com,Bronze,177,2024-04-23,Mumbai,+917456648525
C750,Rohit Bhardwaj,rohit.bhardwaj2720@rediffmail.com,Silver,356,2024-06-01,Indore,+919360141616
C751,Mitali Menon,mitali.menon5153@gmail.com,Bronze,115,2024-02-19,Kolkata,+917595939306
C752,Sameer Menon,sameer.menon3542@rediffmail.com,Bronze,29,2024-03-16,Mumbai,+919340584292
C753,Vikram Patel,vikram.patel7271@rediffmail.com,Bronze,104,2025-03-31,Bengaluru,+916816952955
C754,Asha Malhotra,asha.malhotra8580@hotmail.com,Silver,1832,2024-04-17,Delhi,+919531058020
C755,Manish Kumar,manish.kumar3362@gmail.com,Bronze,110,2025-11-22,Delhi,+916017651775
C756,Suman Sharma,suman.sharma9737@gmail.com,Bronze,826,2024-01-09,Nagpur,+918830315936
C757,Ritesh Menon,ritesh.menon369@rediffmail.com,Silver,1495,2025-09-07,Pune,+916861379367
C758,Vikram Menon,vikram.menon4533@rediffmail.com,Bronze,336,2025-02-16,Chennai,+916641327636
C759,Anita Nair,anita.nair1876@gmail.com,Gold,2283,2025-06-18,Kolkata,+918330143102
C760,Deepak Bhardwaj,deepak.bhardwaj5219@hotmail.com,Bronze,440,2025-11-13,Surat,+917051515688
C761,Anita Patel,anita.patel5102@rediffmail.com,Gold,2848,2025-05-29,Bengaluru,+916124522637
C762,Pooja Sharma,pooja.sharma1736@outlook.com,Bronze,324,2025-02-01,Kanpur,+918560321728
C763,Gauri Saxena,gauri.saxena7305@rediffmail.com,Bronze,812,2024-10-28,Kanpur,+919257314131
C764,Isha Bhardwaj,isha.bhardwaj1287@outlook.com,Silver,1142,2024-02-26,Bhopal,+919000461610
C765,Sameer Singh,sameer.singh7465@hotmail.com,Silver,1889,2025-11-19,Ahmedabad,+916995119066
C766,Nisha Kumar,nisha.kumar4228@hotmail.com,Bronze,159,2025-11-08,Pune,+919387778726
C767,Rina Rao,rina.rao7427@outlook.com,Bronze,293,2025-03-23,Ahmedabad,+917981017924
C768,Rina Verma,rina.verma4625@hotmail.com,Silver,2262,2024-04-01,Hyderabad,+919511362924
C769,Anjali Singh,anjali.singh5340@rediffmail.com,Silver,823,2024-09-27,Hyderabad,+918536332631
C770,Neha Joshi,neha.joshi3993@rediffmail.com,Bronze,662,2025-03-30,Pune,+916894376014
C771,Tarun Saxena,tarun.saxena7064@outlook.com,Silver,1624,2024-11-07,Kolkata,+916743396374
C772,Isha Patel,isha.patel9408@outlook.com,Bronze,187,2025-07-25,Jaipur,+916419420333
C773,Tarun Kapoor,tarun.kapoor2887@hotmail.com,Gold,5264,2024-02-02,Lucknow,+919496389921
C774,Divya Bose,divya.bose5365@outlook.com,Silver,1783,2024-01-24,Indore,+916596642845
C775,Gauri Saxena,gauri.saxena4@yahoo.com,Silver,1573,2025-02-28,Hyderabad,+918643862317
C776,Arjun Kapoor,arjun.kapoor3206@yahoo.com,Silver,257,2024-10-12,Nagpur,+919922182458
C777,Isha Menon,isha.menon7123@hotmail.com,Gold,2545,2022-01-12,Hyderabad,+919640572126
C778,Rahul Menon,rahul.menon1023@hotmail.com,Gold,3504,2021-10-03,Indore,+917542943951
C779,Sneha Menon,sneha.menon511@yahoo.com,Bronze,285,2025-07-19,Pune,+919057044556
C780,Rohit Bose,rohit.bose6252@outlook.com,Bronze,424,2025-10-01,Bengaluru,+916808428103
